id_specific,extra_key,value_ts,strategy,internal_code,ric,ticker,target_notional,currency,target_contracts,ref_price,advisor_name
CB,S1_ZLc1,2025-09-18 17:19,S1,ZLc1,BO1 Comdty,BO1 Comdty,-273402.0,USD,-9,50.63,Christian BEULEN
CB,S1_Cc1,2025-09-18 17:19,S1,Cc1,C 1 Comdty,C 1 Comdty,-275762.5,USD,-13,424.25,Christian BEULEN
CB,S1_CTc1,2025-09-18 17:19,S1,CTc1,CT1 Comdty,CT1 Comdty,-267320.0,USD,-8,66.83,Christian BEULEN
CB,S1_Sc1,2025-09-18 17:19,S1,Sc1,S 1 Comdty,S 1 Comdty,259187.5,USD,5,1036.75,Christian BEULEN
CB,S1_ZMc1,2025-09-18 17:19,S1,ZMc1,SM1 Comdty,SM1 Comdty,-282900.0,USD,-10,282.9,Christian BEULEN
CB,S1_Wc1,2025-09-18 17:19,S1,Wc1,W 1 Comdty,W 1 Comdty,262250.0,USD,10,524.5,Christian BEULEN
CB,S1_ZFc1,2025-09-18 17:19,S1,ZFc1,FV1 Comdty,FV1 Comdty,766773.44,USD,7,109.5390625,Christian BEULEN
CB,S1_FGBMc1,2025-09-18 17:19,S1,FGBMc1,OE1 Comdty,OE1 Comdty,694560.72,EUR,5,138.9121436,Christian BEULEN
CB,S1_FGBLc1,2025-09-18 17:19,S1,FGBLc1,RX1 Comdty,RX1 Comdty,757456.1,EUR,5,151.49122,Christian BEULEN
CB,S1_ZNc1,2025-09-18 17:19,S1,ZNc1,TY1 Comdty,TY1 Comdty,791000.0,USD,7,113.0,Christian BEULEN
CB,S1_ZBc1,2025-09-18 17:19,S1,ZBc1,US1 Comdty,US1 Comdty,701062.5,USD,6,116.84375,Christian BEULEN
CB,S1_CLc1,2025-09-18 17:19,S1,CLc1,CL1 Comdty,CL1 Comdty,189420.0,USD,3,63.14,Christian BEULEN
CB,S1_HGc1,2025-09-18 17:19,S1,HGc1,HG1 Comdty,HG1 Comdty,-229950.0,USD,-2,4.599,Christian BEULEN
CB,S1_NGc1,2025-09-18 17:19,S1,NGc1,NG1 Comdty,NG1 Comdty,-234480.0,USD,-8,2.931,Christian BEULEN
CB,S1_PLc1,2025-09-18 17:19,S1,PLc1,PL1 Comdty,PL1 Comdty,210450.0,USD,3,1403.0,Christian BEULEN
CB,S1_SIc1,2025-09-18 17:19,S1,SIc1,SI1 Comdty,SI1 Comdty,210625.0,USD,1,42.125,Christian BEULEN
CB,S1_ESc1,2025-09-18 17:19,S1,ESc1,ES1 Index,ES1 Index,1006087.5,USD,3,6707.25,Christian BEULEN
CB,S1_NQc1,2025-09-18 17:19,S1,NQc1,NQ1 Index,NQ1 Index,991540.0,USD,2,24788.5,Christian BEULEN
CB,S1_TFSc1,2025-09-18 17:19,S1,TFSc1,RTY1 Index,RTY1 Index,1243300.0,USD,10,2486.6,Christian BEULEN
CB,S1_ADc1,2025-09-18 17:19,S1,ADc1,AD1 Curncy,AD1 Curncy,-994350.0,USD,-15,0.6629,Christian BEULEN
CB,S1_BPc1,2025-09-18 17:19,S1,BPc1,BP1 Curncy,BP1 Curncy,932387.5,USD,11,1.3562,Christian BEULEN
CB,S1_UROc1,2025-09-18 17:19,S1,UROc1,EC1 Curncy,EC1 Curncy,-888562.5,USD,-6,1.18475,Christian BEULEN
CB,S1_JYc1,2025-09-18 17:19,S1,JYc1,JY1 Curncy,JY1 Curncy,938231.25,USD,11,0.0068235,Christian BEULEN
